data,datatype,sentiment
Euro Strengthens Significantly Against Dollar and Yen,headline,neutral
Commodities Including Oil and Copper Surge Over 2%,headline,positive
German Officials Consider Financial Assistance for Greece,headline,positive
EU Economic Affairs Commissioner to Discuss Greek Support,headline,positive
MSCI World Index Halts Loss Streak with 0.9% Rise,headline,positive
Stoxx 600 Index Fluctuates After Fitch Ratings Comments,headline,neutral
Brazilian and Taiwanese Stocks Lead Emerging Market Gains,headline,positive
MSCI Asia Pacific Index Rises; Nissan Motor Predicts Profit,headline,positive
U.S. Treasuries Fall as Risk Appetite Increases,headline,positive
U.S. Corporate Bond Default Swaps Drop,headline,positive
Copper Hits Year's Biggest Gain; Gold and Crude Oil Rally,headline,positive
U.S. Stocks Fall as Fed Considers Raising Discount Rate,headline,neutral
Dollar Strengthens Against Major Counterparts Amid Fed Plans,headline,positive
Treasury Yields Rise Following $25 Billion Auction,headline,positive
Bernanke Indicates Possible Rate Hike on Bank Loans,headline,neutral
European Shares Rally on Greece Financial Rescue Discussions,headline,positive
U.S. Commodity Producers Decline as Dollar Gains,headline,neutral
Copper Prices Drop for the First Time This Week,headline,neutral
Crude Oil Rises Amid U.S. Sanctions on Iranian Companies,headline,positive
Gold Prices Dip as Dollar Climbs,headline,positive
Fed May Replace Federal Funds Rate as Policy Guide,headline,neutral
S&P 500 Surges 58% Since March 2009 Low,headline,neutral
French and German Governments Consider Backing for Greece,headline,negative
China's Shanghai Composite Index Rises for Second Day,headline,positive
"Japan's Nissan Motor Forecasts Net Income, Shares Jump",headline,negative
Japanese Industrial Manufacturers Gain on Machinery Orders Surge,headline,neutral
Stocks and Metals Surge Amid Greece Bailout Plan,headline,positive
Dollar Weakens in Response to European Agreement on Greece,headline,positive
Dow Jones Industrial Average Rises 1.1% Following Greece Aid News,headline,positive
S&P 500 Recovers Half of Its Recent Decline Amidst European Fiscal Optimism,headline,positive
China's Inflation Concerns Ease with Lower Than Expected Consumer Price Rise,headline,positive
U.S. Unemployment Claims Drop More Than Anticipated,headline,positive
Philip Morris International Announces Stock Repurchase Plan,headline,positive
Lennar Corp. Acquires Stake in Multi-Billion Dollar Loan Portfolio,headline,positive
JPMorgan Chase & Co. Sees Modest Stock Increase,headline,positive
Basic-Resource Shares Rally in Europe's Dow Jones Stoxx 600 Index,headline,positive
Freeport-McMoRan and Exxon Mobil Lead Gains in Commodity Sector,headline,positive
Copper Futures Experience Largest Gain Since August,headline,positive
Natural Gas Futures Rise Amidst Cold Weather Demand,headline,positive
U.S. Treasury Yields Increase After Record Bond Auction,headline,positive
Euro Declines Against Major Currencies Post-Greece Agreement,headline,negative
"U.S. Stocks, Euro, and Commodities Fall Amid China and Greece Concerns",headline,negative
"Euro Zone's GDP Growth Slows, Underperforming Expectations",headline,negative
U.S. Retail Sales Exceed Forecasts with January Rise,headline,neutral
"S&P 500 Drops, Diminishing Weekly Gains",headline,neutral
Euro Hits Nine-Month Low Against Dollar,headline,neutral
Oil and Copper Prices Decline Over 1.5%,headline,negative
U.S. Dollar Index Rises as Euro Weakens,headline,negative
European Stocks Fall as Economic Data and China Loan Tightening Weigh,headline,negative
"Credit-Default Swaps Rise, Indicating Growing Investor Concern",headline,neutral
Berkshire Hathaway Class B Stock Trading Volume Hits Record High,headline,positive
Warren Buffett's Berkshire Hathaway Added to S&P 500 Index,headline,negative
European Stocks Rise on Economic Growth Outlook,headline,negative
Euro Weakens Amid Greece Deficit Discussions,headline,neutral
U.S. and Brazil Markets Closed for Holidays,headline,neutral
China's Economic Growth May Lead to Yuan Strengthening,headline,positive
Over 70% of S&P 500 Companies Beat Earnings Forecasts,headline,neutral
JPMorgan Strategist Recommends Overweight in Equities,headline,neutral
MSCI Asia Pacific Index Drops on Japan's Deflation Concerns,headline,negative
Renault SA and Air Liquide SA Shares Climb After Positive Reports,headline,positive
Majority of Stoxx 600 Companies Surpass Net Income Estimates,headline,positive
MSCI Emerging Markets Index Gains on Raw-Materials Companies,headline,negative
Australian Dollar Strengthens Against Most-Traded Peers,headline,negative
Euro Under Pressure as Greek Bailout Details Remain Unclear,headline,negative
Copper Prices Continue to Rise on London Metal Exchange,headline,positive
Cocoa Prices Increase on Potential Ivory Coast Export Disruptions,headline,neutral
Crude Oil Holds at $74 a Barrel in New York Trading,headline,negative
Global Stocks and Commodities Rise Amid Economic Optimism,headline,positive
"S&P 500 Sees 1.8% Increase, Largest in Three Months",headline,positive
Oil Prices Surge 3.9% as Dollar Weakens,headline,neutral
"Barclays Profit Doubles, Signaling Financial Recovery",headline,positive
New York Manufacturing Growth Exceeds Expectations,headline,positive
U.S. Treasury Yields Dip as Spending Cuts Urged,headline,positive
Over 75% of S&P 500 Companies Beat Earnings Estimates,headline,positive
Metals Demand Rises with Increased Warehouse Bookings,headline,positive
"BHP Billiton Upgraded, Leads Basic-Resource Shares Higher",headline,positive
Global Equity Sentiment Hits Five-Month Low Over Debt Worries,headline,positive
Euro Recovers Against Dollar After Recent Losses,headline,neutral
Australian Dollar Strengthens on Potential Interest Rate Hike,headline,positive
Stocks and Dollar Rise Amid Positive Economic Outlook,headline,positive
Treasuries Fall as Fed Considers Asset Sales,headline,neutral
MSCI World Index and S&P 500 Show Gains,headline,positive
Deere & Co. and Whole Foods Market Beat Earnings Estimates,headline,positive
U.S. Housing Starts and Industrial Production Exceed Expectations,headline,positive
Global Economic Recovery Gains Momentum,headline,neutral
S&P 500 Rallies Following Fed Meeting Minutes,headline,positive
Dollar Strength Impacts Commodity Prices and Producers,headline,positive
European Stocks Surge; BNP Paribas Posts Profit,headline,positive
Asia Pacific Index Hits Biggest Gain Since November,headline,neutral
Emerging Markets Index Reaches Two-Week High,headline,neutral
Brazil's Bovespa and Real Strengthen Against Dollar,headline,negative
Spain Initiates 15-Year Bond Sale Amid Budget Deficit Concerns,headline,negative
Crude Oil and Copper Prices Increase,headline,positive
U.S. Stocks and Commodities Rise Amid Economic Optimism,headline,positive
"S&P 500 Hits Nearly One-Month High, Up 0.7%",headline,positive
Canadian Stocks Rally for Seventh Consecutive Day,headline,positive
"Treasury 10-Year Notes Fall, Yield Curve Hits Record",headline,positive
"Oil and Copper Prices Surge, Boosting S&P GSCI Index",headline,positive
Hewlett-Packard Co. Shares Climb After Sales Forecast Increase,headline,positive
U.S. Leading Indicators Rise for Tenth Month in a Row,headline,positive
Philadelphia Fed Index Indicates Manufacturing Expansion Continues,headline,positive
S&P 500's Three-Day Advance Marks Biggest Since November,headline,positive
Over 350 S&P 500 Companies Beat Earnings Estimates This Quarter,headline,positive
Barrick Gold Corp. to Spin Off African Operations After Stock Rally,headline,positive
"European Stocks Up for Fourth Day, ABB Ltd. Earnings Exceed Forecasts",headline,positive
German Chancellor Criticizes Banks Over Greek Deficit Scandal,headline,neutral
"U.K. Faces First January Budget Deficit on Record, Pound Weakens",headline,neutral
MSCI Emerging Markets Index Stabilizes After Three Days of Gains,headline,neutral
Brazil's Bovespa Index Rises on Higher Commodity Prices,headline,positive
Brazil's Real Leads Gains Among Emerging-Market Currencies,headline,positive
"MSCI Asia Pacific Index Falls, Qantas Airways and Aluminum Corp. of China Shares Drop",headline,negative
"Copper Reaches Three-Week High, Crude Oil Settles at Highest Since January",headline,positive
U.S. Stocks and Commodities Rise as CPI Data Eases Rate Hike Fears,headline,neutral
S&P 500 Sees Best Weekly Gain Since November,headline,neutral
TIPS Indicate Decreased Inflation Expectations Over Two Weeks,headline,neutral
Federal Reserve Signals Interest Rate Hike Unlikely Before 2021,headline,neutral
European Stocks Extend Winning Streak on Nestle Sales Forecast,headline,positive
"U.K. Records Unexpected Budget Deficit, Pound Weakens",headline,neutral
MSCI Asia Pacific Index Experiences Largest Drop in Two Weeks,headline,positive
Emerging Markets Index Falls Amid Chinese Reserve Requirement Hike,headline,neutral
Emerging Market Stocks and U.S. Banks Rise Amid Economic Recovery Signs,headline,positive
U.S. Treasury Yields Near Six-Week High Ahead of Record Bond Auctions,headline,neutral
Crude Oil Prices Surpass $80 a Barrel,headline,neutral
Fed Chairman Bernanke Expected to Address Congress on Interest Rates,headline,neutral
Taiwan and Thailand Report Economic Growth Exiting Recessions,headline,neutral
S&P 500 Sees Minor Slip as Commodity Prices Fall,headline,neutral
Financial Shares Lead Gains in S&P 500 Index,headline,neutral
S&P 600 Smallcap Index Continues Nine-Day Rally,headline,neutral
European Stocks Dip After Previous Week's Gains,headline,neutral
South Korean Won and Stocks Rally on Retail Sales Growth,headline,positive
U.S. Treasuries Decline as TIPS Auction Draws Yield of 2.229 Percent,headline,neutral
Copper and Other Industrial Metals Prices Retreat from Highs,headline,negative
Natural Gas Prices Drop Below $5 on Milder Weather Forecasts,headline,negative
U.S. Corporate Bond Default Risk at One-Month Low,headline,neutral
U.S. Economic Recovery Signs Outweigh Concerns Over European Deficits,headline,neutral
Stocks Decline as U.S. Consumer Confidence Weakens,headline,negative
"German Business Climate Index Falls, Signaling Economic Concerns",headline,negative
S&P 500 and Dow Jones Stoxx 600 Index Suffer Significant Losses,headline,negative
Energy Sector Hit Hard as All 39 Companies in S&P 500 Fall,headline,negative
Crude Oil Prices Drop 1.8 Percent to $78.86 a Barrel,headline,negative
Dollar Strengthens Against Major Currencies Amid Market Slump,headline,positive
U.S. 10-Year Treasury Yield Decreases to 3.69 Percent,headline,negative
Base Metals Including Copper and Zinc Experience Over 2 Percent Loss,headline,negative
Home Depot Shares Rise After Surpassing Earnings Estimates,headline,positive
Over 76 Percent of S&P 500 Companies Beat Earnings Forecasts,headline,negative
MSCI World Index Drops as German Report Overshadows Positive Earnings,headline,negative
Emerging Markets Index Falls; Brazil and Turkey Among Biggest Losers,headline,negative
"Heineken and Carlsberg Gain on Earnings, Commerzbank Falls on Loss",headline,positive
U.S. Two-Year Note Auction Sees High Demand Amid Low Consumer Confidence,headline,negative
Fed Chair Bernanke to Present Monetary Policy Outlook to Congress,headline,negative
Fed Officials Suggest Continued Need for Low Interest Rates,headline,negative
Asian Markets Rally with Thailand and Indonesia Leading Gains,headline,positive
Gold and Silver Prices Fall in New York Trading Session,headline,negative
U.S. Stocks Rally Following Bernanke's Commitment to Low Interest Rates,headline,positive
10-Year Treasuries Erase Gains After $42 Billion Five-Year Note Sale,headline,neutral
S&P 500 Index Sees Largest Gain in Over a Week,headline,positive
"MSCI World Index Reverses Retreat, Ends in Gain",headline,positive
Emerging Markets Index Drops Amid Turkey and Greece Political Tensions,headline,neutral
Two-Year Treasury Notes Yield Rises for First Time in Four Days,headline,neutral
Dollar Index Remains Near Eight-Month High,headline,neutral
Senate Approves $15 Billion Jobs Bill to Encourage Hiring,headline,positive
Financial Firms Lead S&P 500 Industry Group Advances,headline,positive
Autodesk Inc. Shares Surge 8.7% on Earnings Beat,headline,positive
U.S. Federal Funds Rate Maintained Near Zero for Over 14 Months,headline,positive
"Senate Passes Jobs Bill, House to Consider Merging with Larger Plan",headline,positive
Turkish Stocks Plunge Amid Military Tensions and Alleged Coup Plot,headline,negative
European Government Debt Default Risk Rises on Greek Bank Downgrades,headline,positive
"MSCI Asia Pacific Index Falls, Nissan and Hyundai Shares Decline",headline,neutral
European Stocks Rise After Bernanke's Remarks and Positive Corporate Results,headline,neutral
Euro Weakens Against Yen Due to Moody's Warning on Greece,headline,neutral
S&P 500 Index Drops After U.S. Employment and Durable-Goods Data Miss Forecasts,headline,neutral
"Moody's May Downgrade Greek Debt, Impacting ECB Funding Eligibility",headline,negative
"U.S. Jobless Claims Rise to Three-Month High, Surpassing Forecasts",headline,neutral
Orders for U.S. Durable Goods Excluding Transportation Fall Unexpectedly,headline,neutral
Apple Inc. Shares Rebound Amid Stock Split Speculation,headline,neutral
